4.5608,4.284,3.9654,3.7805,3.5478,2.5223,2.333,2.1315,2.0013,1.8682,1.4417,1.3231,1.1671,1.0813,0.99393,0.82499,0.75554,0.63434,0.5778,0.49856
4.5606,4.2838,3.9652,3.7803,3.5476,2.5222,2.3328,2.1314,2.0011,1.868,1.4415,1.3229,1.1669,1.0812,0.99375,0.82481,0.75536,0.63415,0.57762,0.49837
4.5604,4.2836,3.965,3.7801,3.5474,2.522,2.3327,2.1312,2.0009,1.8678,1.4414,1.3227,1.1667,1.081,0.99357,0.82463,0.75518,0.63397,0.57743,0.49819
4.5602,4.2834,3.9647,3.7799,3.5472,2.5217,2.3324,2.1309,2.0007,1.8676,1.4411,1.3224,1.1665,1.0807,0.99331,0.82437,0.75493,0.63372,0.57718,0.49794
4.5598,4.283,3.9644,3.7795,3.5468,2.5213,2.332,2.1305,2.0003,1.8672,1.4407,1.3221,1.1661,1.0803,0.99294,0.824,0.75455,0.63334,0.5768,0.49756
4.5594,4.2826,3.964,3.7791,3.5464,2.521,2.3317,2.1302,1.9999,1.8668,1.4404,1.3217,1.1657,1.08,0.99256,0.82362,0.75417,0.63296,0.57643,0.49718
4.5591,4.2823,3.9636,3.7788,3.5461,2.5206,2.3313,2.1298,1.9996,1.8665,1.44,1.3213,1.1654,1.0796,0.9922,0.82326,0.75382,0.63261,0.57607,0.49683
4.5587,4.2819,3.9633,3.7784,3.5457,2.5203,2.331,2.1295,1.9992,1.8661,1.4396,1.321,1.165,1.0793,0.99186,0.82291,0.75347,0.63226,0.57572,0.49648
4.5584,4.2816,3.9629,3.7781,3.5454,2.5199,2.3306,2.1291,1.9989,1.8658,1.4393,1.3206,1.1647,1.0789,0.99151,0.82257,0.75312,0.63192,0.57538,0.49614
4.5581,4.2813,3.9626,3.7778,3.5451,2.5196,2.3303,2.1288,1.9986,1.8655,1.439,1.3203,1.1644,1.0786,0.99122,0.82228,0.75283,0.63162,0.57508,0.49584
4.5578,4.281,3.9624,3.7775,3.5448,2.5193,2.33,2.1286,1.9983,1.8652,1.4387,1.3201,1.1641,1.0783,0.99093,0.82198,0.75254,0.63133,0.57479,0.49555
4.5575,4.2807,3.9621,3.7772,3.5445,2.519,2.3297,2.1283,1.998,1.8649,1.4384,1.3198,1.1638,1.078,0.99063,0.82169,0.75225,0.63104,0.5745,0.49526
4.5572,4.2804,3.9618,3.7769,3.5442,2.5187,2.3294,2.128,1.9977,1.8646,1.4381,1.3195,1.1635,1.0778,0.99035,0.8214,0.75196,0.63075,0.57421,0.49497
4.5569,4.2801,3.9615,3.7766,3.5439,2.5185,2.3291,2.1277,1.9974,1.8643,1.4379,1.3192,1.1632,1.0775,0.99006,0.82112,0.75167,0.63046,0.57392,0.49468
